pic_index,trial_num,pic_name,rt,resp,feedback_code,feedback,segment,segment_index,pic_type,trial_target
1,1,arc,3.20025579585,space,-1,miss,target,NaN,targetNaN,arc
2,1,trophy,1.41690106085,left,-1,miss,path,1,path1,arc
3,1,astronaut,0.78358716704,left,-1,miss,path,2,path2,arc
4,1,robot,0.633602773305,left,-1,miss,path,3,path3,arc
5,1,pigeon,3.61689997371,left,-1,miss,decision,1,decision1,arc
6,1,bus,1.36672444269,left,-1,miss,arm1,1,arm11,arc
7,1,deer,0.633585869335,right,-1,miss,arm1,2,arm12,arc
8,1,fist,0.616894540377,left,-1,miss,arm1,3,arm13,arc
9,1,stepladder,2.38355009863,right,-1,miss,decision,2,decision2,arc
10,1,calc,1.1002385295,left,-1,miss,arm2,1,arm21,arc
11,1,tongue,2.18336101389,left,-1,miss,arm2,2,arm22,arc
12,1,beaver,1.25023439387,right,-1,miss,arm2,3,arm23,arc
13,2,beaver,0.433707699645,space,1,correct,target,NaN,targetNaN,beaver
14,2,trophy,0.316957447678,left,1,correct,path,1,path1,beaver
15,2,astronaut,0.416930038948,left,1,correct,path,2,path2,beaver
16,2,robot,0.0669400910847,left,1,correct,path,3,path3,beaver
17,2,pigeon,1.36699732393,left,1,correct,decision,1,decision1,beaver
18,2,bus,2.25019575609,left,1,correct,arm1,1,arm11,beaver
19,2,deer,4.93345594872,right,1,correct,arm1,2,arm12,beaver
20,2,fist,0.616989324335,left,1,correct,arm1,3,arm13,beaver
21,2,stepladder,4.93375841249,right,1,correct,decision,2,decision2,beaver
22,2,calc,0.616913859267,left,1,correct,arm2,1,arm21,beaver
23,2,tongue,0.400278857909,left,1,correct,arm2,2,arm22,beaver
24,2,beaver,0.800235329662,right,1,correct,arm2,3,arm23,beaver
25,3,arc,1.2002373822,space,1,correct,target,NaN,targetNaN,arc
26,3,trophy,0.450260776561,left,1,correct,path,1,path1,arc
27,3,astronaut,0.0835770848207,left,1,correct,path,2,path2,arc
28,3,robot,0.133665560279,left,1,correct,path,3,path3,arc
29,3,watch,1.45022727037,right,1,correct,decision,1,decision1,arc
30,3,clover,0.983571591321,right,1,correct,arm1,1,arm11,arc
31,3,radio,0.600244868547,left,1,correct,arm1,2,arm12,arc
32,3,wing,0.433573372196,right,1,correct,arm1,3,arm13,arc
33,3,holly,0.800062364433,left,1,correct,decision,2,decision2,arc
34,3,match,0.667060291395,left,1,correct,arm2,1,arm21,arc
35,3,baby,0.450326279737,right,1,correct,arm2,2,arm22,arc
36,3,arc,0.183660458308,right,1,correct,arm2,3,arm23,arc
37,4,beaver,0.450298810843,space,1,correct,target,NaN,targetNaN,beaver
38,4,trophy,0.41715341527,left,1,correct,path,1,path1,beaver
39,4,astronaut,0.0502285379916,left,1,correct,path,2,path2,beaver
40,4,robot,0.100392175838,left,1,correct,path,3,path3,beaver
41,4,pigeon,1.26700269664,left,1,correct,decision,1,decision1,beaver
42,4,bus,1.5002746922,left,1,correct,arm1,1,arm11,beaver
43,4,deer,0.483577628154,right,1,correct,arm1,2,arm12,beaver
44,4,fist,0.533602410927,left,1,correct,arm1,3,arm13,beaver
45,4,stepladder,1.16696158331,left,1,correct,decision,2,decision2,beaver
46,4,calc,1.01693674037,left,1,correct,arm2,1,arm21,beaver
47,4,tongue,0.567071701866,left,1,correct,arm2,2,arm22,beaver
48,4,beaver,1.2669628514,right,1,correct,arm2,3,arm23,beaver
49,5,arc,0.533578865696,space,1,correct,target,NaN,targetNaN,arc
50,5,trophy,0.266920892987,left,1,correct,path,1,path1,arc
51,5,astronaut,0.0335686029866,left,1,correct,path,2,path2,arc
52,5,robot,0.0835734629072,left,1,correct,path,3,path3,arc
53,5,watch,1.68354937434,left,1,correct,decision,1,decision1,arc
54,5,clover,0.700259719975,right,1,correct,arm1,1,arm11,arc
55,5,radio,1.01691289339,left,1,correct,arm1,2,arm12,arc
56,5,wing,0.683616085444,right,1,correct,arm1,3,arm13,arc
57,5,holly,0.93360204855,left,1,correct,decision,2,decision2,arc
58,5,match,0.883964249864,left,1,correct,arm2,1,arm21,arc
59,5,baby,1.85023505799,right,1,correct,arm2,2,arm22,arc
60,5,arc,0.400264066644,right,1,correct,arm2,3,arm23,arc
61,6,arc,0.500379437581,space,-1,miss,target,NaN,targetNaN,arc
62,6,trophy,0.183587710373,left,-1,miss,path,1,path1,arc
63,6,astronaut,0.0669041695073,left,-1,miss,path,2,path2,arc
64,6,robot,0.150251238141,left,-1,miss,path,3,path3,arc
65,6,watch,1.16718284646,left,-1,miss,decision,1,decision1,arc
66,6,clover,0.533587921876,right,-1,miss,arm1,1,arm11,arc
67,6,radio,0.800414030906,left,-1,miss,arm1,2,arm12,arc
68,6,wing,0.467848930042,right,-1,miss,arm1,3,arm13,arc
69,6,stepladder,3.55025208276,left,-1,miss,decision,2,decision2,arc
70,6,calc,1.18358589942,left,-1,miss,arm2,1,arm21,arc
71,6,tongue,0.733612794895,left,-1,miss,arm2,2,arm22,arc
72,6,beaver,0.700248551089,right,-1,miss,arm2,3,arm23,arc
73,7,beaver,0.683606124017,space,1,correct,target,NaN,targetNaN,beaver
74,7,trophy,0.25025461847,left,1,correct,path,1,path1,beaver
75,7,astronaut,0.0502372919582,left,1,correct,path,2,path2,beaver
76,7,robot,0.0506958165206,left,1,correct,path,3,path3,beaver
77,7,pigeon,0.450478719082,left,1,correct,decision,1,decision1,beaver
78,7,bus,0.816901905928,left,1,correct,arm1,1,arm11,beaver
79,7,deer,1.60044288868,right,1,correct,arm1,2,arm12,beaver
80,7,fist,0.350240793545,left,1,correct,arm1,3,arm13,beaver
81,7,stepladder,1.91698105354,left,1,correct,decision,2,decision2,beaver
82,7,calc,1.28357056482,left,1,correct,arm2,1,arm21,beaver
83,7,tongue,0.700290811248,left,1,correct,arm2,2,arm22,beaver
84,7,beaver,0.650398243684,right,1,correct,arm2,3,arm23,beaver
85,8,beaver,0.533571923152,space,1,correct,target,NaN,targetNaN,beaver
86,8,trophy,0.150257878937,left,1,correct,path,1,path1,beaver
87,8,astronaut,0.0502662700601,left,1,correct,path,2,path2,beaver
88,8,robot,0.0503073232248,left,1,correct,path,3,path3,beaver
89,8,pigeon,0.583673679736,left,1,correct,decision,1,decision1,beaver
90,8,bus,5.80019306904,left,1,correct,arm1,1,arm11,beaver
91,8,deer,1.2502120561,right,1,correct,arm1,2,arm12,beaver
92,8,fist,0.433581220452,left,1,correct,arm1,3,arm13,beaver
93,8,stepladder,0.750301708467,left,1,correct,decision,2,decision2,beaver
94,8,calc,0.866909784265,left,1,correct,arm2,1,arm21,beaver
95,8,tongue,0.617046979722,left,1,correct,arm2,2,arm22,beaver
96,8,beaver,0.667018332984,right,1,correct,arm2,3,arm23,beaver
97,9,arc,0.483583665919,space,1,correct,target,NaN,targetNaN,arc
98,9,trophy,3.08356289752,left,1,correct,path,1,path1,arc
99,9,astronaut,0.183616085444,left,1,correct,path,2,path2,arc
100,9,robot,0.25027725799,left,1,correct,path,3,path3,arc
101,9,watch,0.533663990442,left,1,correct,decision,1,decision1,arc
102,9,clover,0.716907882597,right,1,correct,arm1,1,arm11,arc
103,9,radio,2.00024480792,left,1,correct,arm1,2,arm12,arc
104,9,wing,0.66689094808,right,1,correct,arm1,3,arm13,arc
105,9,holly,1.73364720726,right,1,correct,decision,2,decision2,arc
106,9,match,2.28355879243,left,1,correct,arm2,1,arm21,arc
107,9,baby,0.783626107033,right,1,correct,arm2,2,arm22,arc
108,9,arc,3.0335513968,right,1,correct,arm2,3,arm23,arc
109,10,arc,0.500261108857,space,1,correct,target,NaN,targetNaN,arc
110,10,trophy,0.266952286474,left,1,correct,path,1,path1,arc
111,10,astronaut,0.0835973098874,left,1,correct,path,2,path2,arc
112,10,robot,0.133615149651,left,1,correct,path,3,path3,arc
113,10,watch,0.783578714821,left,1,correct,decision,1,decision1,arc
114,10,clover,0.600268413313,right,1,correct,arm1,1,arm11,arc
115,10,radio,0.466826833319,left,1,correct,arm1,2,arm12,arc
