pic_index,trial_num,pic_name,rt,resp,feedback_code,feedback,segment,segment_index,pic_type,trial_target
1,1,arc,1.81693376692,space,0,wrong,target,NaN,targetNaN,arc
2,1,trophy,2.93355562257,right,0,wrong,path,1,path1,arc
3,1,astronaut,1.26670663285,right,0,wrong,path,2,path2,arc
4,1,robot,0.600256097484,right,0,wrong,path,3,path3,arc
5,1,pigeon,2.96688029254,left,0,wrong,decision,1,decision1,arc
6,1,bus,1.90022883958,right,0,wrong,arm1,1,arm11,arc
7,1,deer,0.633594954843,left,0,wrong,arm1,2,arm12,arc
8,1,fist,0.63361065153,right,0,wrong,arm1,3,arm13,arc
9,1,holly,2.55024192519,left,0,wrong,decision,2,decision2,arc
10,1,match,3.06688539396,right,0,wrong,arm2,1,arm21,arc
11,1,baby,1.08357338699,right,0,wrong,arm2,2,arm22,arc
12,1,arc,0.900245743708,left,0,wrong,arm2,3,arm23,arc
13,2,beaver,4.78354057488,space,0,wrong,target,NaN,targetNaN,beaver
14,2,trophy,1.5836583604,right,0,wrong,path,1,path1,beaver
15,2,astronaut,0.483715442008,right,0,wrong,path,2,path2,beaver
16,2,robot,0.983921762883,right,0,wrong,path,3,path3,beaver
17,2,watch,4.7502189235,left,0,wrong,decision,1,decision1,beaver
18,2,clover,4.9670031493,left,0,wrong,arm1,1,arm11,beaver
19,2,radio,2.20023538993,right,0,wrong,arm1,2,arm12,beaver
20,2,wing,1.15025472402,left,0,wrong,arm1,3,arm13,beaver
21,2,stepladder,2.6669724502,right,0,wrong,decision,2,decision2,beaver
22,2,calc,2.10004524872,right,0,wrong,arm2,1,arm21,beaver
23,2,tongue,1.03362109586,right,0,wrong,arm2,2,arm22,beaver
24,2,beaver,1.10029518827,right,0,wrong,arm2,3,arm23,beaver
25,3,beaver,1.65032822678,space,1,correct,target,NaN,targetNaN,beaver
26,3,trophy,0.933618711175,right,1,correct,path,1,path1,beaver
27,3,astronaut,0.450436352803,right,1,correct,path,2,path2,beaver
28,3,robot,0.333582669167,right,1,correct,path,3,path3,beaver
29,3,pigeon,2.16742931435,right,1,correct,decision,1,decision1,beaver
30,3,bus,1.06702907902,right,1,correct,arm1,1,arm11,beaver
31,3,deer,0.450275159903,left,1,correct,arm1,2,arm12,beaver
32,3,fist,0.41691366309,right,1,correct,arm1,3,arm13,beaver
33,3,stepladder,0.816933163205,right,1,correct,decision,2,decision2,beaver
34,3,calc,0.90037252464,right,1,correct,arm2,1,arm21,beaver
35,3,tongue,0.45027153759,right,1,correct,arm2,2,arm22,beaver
36,3,beaver,1.48358956665,right,1,correct,arm2,3,arm23,beaver
37,4,beaver,1.20025893496,space,1,correct,target,NaN,targetNaN,beaver
38,4,trophy,0.850249984831,right,1,correct,path,1,path1,beaver
39,4,astronaut,0.483575077404,right,1,correct,path,2,path2,beaver
40,4,robot,0.300230831855,right,1,correct,path,3,path3,beaver
41,4,pigeon,1.1669698844,left,1,correct,decision,1,decision1,beaver
42,4,bus,0.684558474838,right,1,correct,arm1,1,arm11,beaver
43,4,deer,0.683601278797,left,1,correct,arm1,2,arm12,beaver
44,4,fist,0.133564316118,right,1,correct,arm1,3,arm13,beaver
45,4,stepladder,0.616909980406,left,1,correct,decision,2,decision2,beaver
46,4,calc,0.666903626267,right,1,correct,arm2,1,arm21,beaver
47,4,tongue,0.166936378007,right,1,correct,arm2,2,arm22,beaver
48,4,beaver,0.317061000645,right,1,correct,arm2,3,arm23,beaver
49,5,arc,2.35029541467,space,1,correct,target,NaN,targetNaN,arc
50,5,trophy,1.31688139432,right,1,correct,path,1,path1,arc
51,5,astronaut,0.800266602189,right,1,correct,path,2,path2,arc
52,5,robot,0.266915519525,right,1,correct,path,3,path3,arc
53,5,watch,2.68360037322,right,1,correct,decision,1,decision1,arc
54,5,clover,2.61689126513,left,1,correct,arm1,1,arm11,arc
55,5,radio,0.466921194482,right,1,correct,arm1,2,arm12,arc
56,5,wing,0.550269998108,left,1,correct,arm1,3,arm13,arc
57,5,holly,1.10030545149,right,1,correct,decision,2,decision2,arc
58,5,match,1.15027585418,right,1,correct,arm2,1,arm21,arc
59,5,baby,1.10023843871,right,1,correct,arm2,2,arm22,arc
60,5,arc,3.5836695292,left,1,correct,arm2,3,arm23,arc
61,6,arc,2.01694185676,space,1,correct,target,NaN,targetNaN,arc
62,6,trophy,1.31691520257,right,1,correct,path,1,path1,arc
63,6,astronaut,0.233581793776,right,1,correct,path,2,path2,arc
64,6,robot,0.166926416649,right,1,correct,path,3,path3,arc
65,6,watch,0.533667431277,right,1,correct,decision,1,decision1,arc
66,6,clover,2.55024041589,left,1,correct,arm1,1,arm11,arc
67,6,radio,0.400238046294,right,1,correct,arm1,2,arm12,arc
68,6,wing,0.300263734526,left,1,correct,arm1,3,arm13,arc
69,6,holly,0.966935230942,left,1,correct,decision,2,decision2,arc
70,6,match,1.98357613391,right,1,correct,arm2,1,arm21,arc
71,6,baby,0.200267990743,right,1,correct,arm2,2,arm22,arc
72,6,arc,0.650596277893,left,1,correct,arm2,3,arm23,arc
73,7,arc,1.45037507535,space,1,correct,target,NaN,targetNaN,arc
74,7,trophy,1.13358061652,right,1,correct,path,1,path1,arc
75,7,astronaut,0.416915172387,right,1,correct,path,2,path2,arc
76,7,robot,0.266931518072,right,1,correct,path,3,path3,arc
77,7,watch,1.80024305716,left,1,correct,decision,1,decision1,arc
78,7,clover,1.61692446966,left,1,correct,arm1,1,arm11,arc
79,7,radio,0.56705639729,right,1,correct,arm1,2,arm12,arc
80,7,wing,0.233952778933,left,1,correct,arm1,3,arm13,arc
81,7,holly,0.516939290951,left,1,correct,decision,2,decision2,arc
82,7,match,0.617026498121,right,1,correct,arm2,1,arm21,arc
83,7,baby,0.36691035773,right,1,correct,arm2,2,arm22,arc
84,7,arc,0.133929867807,left,1,correct,arm2,3,arm23,arc
85,8,arc,0.850325751532,space,1,correct,target,NaN,targetNaN,arc
86,8,trophy,0.650263628875,right,1,correct,path,1,path1,arc
87,8,astronaut,0.333609232791,right,1,correct,path,2,path2,arc
88,8,robot,0.216901649088,right,1,correct,path,3,path3,arc
89,8,watch,0.566983045465,left,1,correct,decision,1,decision1,arc
90,8,clover,3.13333731788,left,1,correct,arm1,1,arm11,arc
91,8,radio,0.450252822309,right,1,correct,arm1,2,arm12,arc
