pic_index,trial_num,pic_name,rt,resp,feedback_code,feedback,segment,segment_index,pic_type,trial_target
1,1,beaver,2.65025326008,space,-1,miss,target,NaN,targetNaN,beaver
2,1,trophy,2.11689145134,right,-1,miss,path,1,path1,beaver
3,1,astronaut,1.90022699831,right,-1,miss,path,2,path2,beaver
4,1,robot,0.916944276745,right,-1,miss,path,3,path3,beaver
5,1,pigeon,3.60020466071,right,-1,miss,decision,1,decision1,beaver
6,1,bus,2.6502315262,right,-1,miss,arm1,1,arm11,beaver
7,1,deer,0.650267749336,left,-1,miss,arm1,2,arm12,beaver
8,1,fist,0.966969632939,left,-1,miss,arm1,3,arm13,beaver
9,1,holly,2.10031363197,right,-1,miss,decision,2,decision2,beaver
10,1,match,4.51691469452,right,-1,miss,arm2,1,arm21,beaver
11,1,baby,1.33357552524,left,-1,miss,arm2,2,arm22,beaver
12,1,arc,0.733597560976,left,-1,miss,arm2,3,arm23,beaver
13,2,beaver,0.666956954842,space,0,wrong,target,NaN,targetNaN,beaver
14,2,trophy,1.13359001449,right,0,wrong,path,1,path1,beaver
15,2,astronaut,0.516931598648,right,0,wrong,path,2,path2,beaver
16,2,robot,0.383559526684,right,0,wrong,path,3,path3,beaver
17,2,watch,1.43369204298,left,0,wrong,decision,1,decision1,beaver
18,2,clover,2.666902922,left,0,wrong,arm1,1,arm11,beaver
19,2,radio,2.4335646583,right,0,wrong,arm1,2,arm12,beaver
20,2,wing,1.11688148998,left,0,wrong,arm1,3,arm13,beaver
21,2,stepladder,2.16690805361,left,0,wrong,decision,2,decision2,beaver
22,2,calc,2.05035347742,right,0,wrong,arm2,1,arm21,beaver
23,2,tongue,0.783593938662,right,0,wrong,arm2,2,arm22,beaver
24,2,beaver,1.86701430814,left,0,wrong,arm2,3,arm23,beaver
25,3,beaver,2.30021794253,space,1,correct,target,NaN,targetNaN,beaver
26,3,trophy,1.70028857764,right,1,correct,path,1,path1,beaver
27,3,astronaut,0.500258693552,right,1,correct,path,2,path2,beaver
28,3,robot,0.316891149481,right,1,correct,path,3,path3,beaver
29,3,pigeon,10.3835012678,left,1,correct,decision,1,decision1,beaver
30,3,bus,1.16691378894,right,1,correct,arm1,1,arm11,beaver
31,3,deer,1.11692103357,left,1,correct,arm1,2,arm12,beaver
32,3,fist,0.933616578121,left,1,correct,arm1,3,arm13,beaver
33,3,stepladder,0.95028193673,right,1,correct,decision,2,decision2,beaver
34,3,calc,1.40082588747,right,1,correct,arm2,1,arm21,beaver
35,3,tongue,0.550299746438,right,1,correct,arm2,2,arm22,beaver
36,3,beaver,1.28339139097,left,1,correct,arm2,3,arm23,beaver
37,4,beaver,2.73357039362,space,1,correct,target,NaN,targetNaN,beaver
38,4,trophy,0.600321480319,right,1,correct,path,1,path1,beaver
39,4,astronaut,0.333549867182,right,1,correct,path,2,path2,beaver
40,4,robot,0.483596655397,right,1,correct,path,3,path3,beaver
41,4,pigeon,1.46698955566,right,1,correct,decision,1,decision1,beaver
42,4,bus,2.41683198503,right,1,correct,arm1,1,arm11,beaver
43,4,deer,0.916901714562,left,1,correct,arm1,2,arm12,beaver
44,4,fist,1.93358880705,left,1,correct,arm1,3,arm13,beaver
45,4,stepladder,1.10022518715,left,1,correct,decision,2,decision2,beaver
46,4,calc,0.733713173146,right,1,correct,arm2,1,arm21,beaver
47,4,tongue,1.15025205264,right,1,correct,arm2,2,arm22,beaver
48,4,beaver,0.316921939145,left,1,correct,arm2,3,arm23,beaver
49,5,arc,0.950236959671,space,1,correct,target,NaN,targetNaN,arc
50,5,trophy,0.58389911857,right,1,correct,path,1,path1,arc
51,5,astronaut,0.266997705868,right,1,correct,path,2,path2,arc
52,5,robot,0.250312122675,right,1,correct,path,3,path3,arc
53,5,watch,4.00065986477,left,1,correct,decision,1,decision1,arc
54,5,clover,1.71691077035,left,1,correct,arm1,1,arm11,arc
55,5,radio,0.566927674475,right,1,correct,arm1,2,arm12,arc
56,5,wing,0.80024329872,left,1,correct,arm1,3,arm13,arc
57,5,holly,1.88363529341,left,1,correct,decision,2,decision2,arc
58,5,match,0.916966614344,right,1,correct,arm2,1,arm21,arc
59,5,baby,0.733598466554,left,1,correct,arm2,2,arm22,arc
60,5,arc,2.08355892297,left,1,correct,arm2,3,arm23,arc
61,6,arc,1.26695272881,space,1,correct,target,NaN,targetNaN,arc
62,6,trophy,0.650292501811,right,1,correct,path,1,path1,arc
63,6,astronaut,0.216902318281,right,1,correct,path,2,path2,arc
64,6,robot,0.234173810674,right,1,correct,path,3,path3,arc
65,6,watch,1.25026473074,left,1,correct,decision,1,decision1,arc
66,6,clover,0.933644349191,left,1,correct,arm1,1,arm11,arc
67,6,radio,0.916917713113,right,1,correct,arm1,2,arm12,arc
68,6,wing,0.783570695484,left,1,correct,arm1,3,arm13,arc
69,6,holly,1.75023575223,right,1,correct,decision,2,decision2,arc
70,6,match,1.3836078242,right,1,correct,arm2,1,arm21,arc
71,6,baby,0.483590014489,left,1,correct,arm2,2,arm22,arc
72,6,arc,0.483708947114,left,1,correct,arm2,3,arm23,arc
73,7,arc,0.550361023907,space,1,correct,target,NaN,targetNaN,arc
74,7,trophy,0.466995894711,right,1,correct,path,1,path1,arc
75,7,astronaut,0.0835719029219,right,1,correct,path,2,path2,arc
76,7,robot,0.183564960154,right,1,correct,path,3,path3,arc
77,7,watch,1.00077306206,left,1,correct,decision,1,decision1,arc
78,7,clover,1.38368811881,left,1,correct,arm1,1,arm11,arc
79,7,radio,0.400236054093,right,1,correct,arm1,2,arm12,arc
80,7,wing,0.63356737503,left,1,correct,arm1,3,arm13,arc
81,7,holly,3.56686911374,left,1,correct,decision,2,decision2,arc
82,7,match,0.766931296788,right,1,correct,arm2,1,arm21,arc
83,7,baby,0.50026020285,left,1,correct,arm2,2,arm22,arc
84,7,arc,0.283635293407,left,1,correct,arm2,3,arm23,arc
85,8,arc,0.700248430331,space,1,correct,target,NaN,targetNaN,arc
86,8,trophy,1.01691046849,right,1,correct,path,1,path1,arc
87,8,astronaut,0.250287973919,right,1,correct,path,2,path2,arc
88,8,robot,0.250080898334,right,1,correct,path,3,path3,arc
89,8,watch,1.05028767206,right,1,correct,decision,1,decision1,arc
90,8,clover,0.717045097802,left,1,correct,arm1,1,arm11,arc
91,8,radio,0.383580053127,right,1,correct,arm1,2,arm12,arc
92,8,wing,0.4335839773,left,1,correct,arm1,3,arm13,arc
93,8,holly,0.983652197537,right,1,correct,decision,2,decision2,arc
94,8,match,0.700385474523,right,1,correct,arm2,1,arm21,arc
95,8,baby,0.21693582468,left,1,correct,arm2,2,arm22,arc
96,8,arc,0.133620804154,left,1,correct,arm2,3,arm23,arc
97,9,arc,0.333586694035,space,1,correct,target,NaN,targetNaN,arc
98,9,trophy,0.217390425018,right,1,correct,path,1,path1,arc
99,9,astronaut,0.100232733639,right,1,correct,path,2,path2,arc
100,9,robot,0.23404280367,right,1,correct,path,3,path3,arc
101,9,watch,2.15022428157,right,1,correct,decision,1,decision1,arc
102,9,clover,1.36691378894,left,1,correct,arm1,1,arm11,arc
103,9,radio,0.533563148998,right,1,correct,arm1,2,arm12,arc
104,9,wing,0.450223979715,left,1,correct,arm1,3,arm13,arc
105,9,holly,1.56699468727,right,1,correct,decision,2,decision2,arc
106,9,match,0.600496256943,right,1,correct,arm2,1,arm21,arc
107,9,baby,0.383622011591,left,1,correct,arm2,2,arm22,arc
108,9,arc,0.100336573292,left,1,correct,arm2,3,arm23,arc
109,10,beaver,0.31696329389,space,1,correct,target,NaN,targetNaN,beaver
110,10,trophy,0.300297029703,right,1,correct,path,1,path1,beaver
111,10,astronaut,0.300257184255,right,1,correct,path,2,path2,beaver
112,10,robot,0.233594844241,right,1,correct,path,3,path3,beaver
113,10,pigeon,1.11694699348,right,1,correct,decision,1,decision1,beaver
114,10,bus,0.650679787491,right,1,correct,arm1,1,arm11,beaver
