pic_index,trial_num,pic_name,rt,resp,feedback_code,feedback,segment,segment_index,pic_type,trial_target
1,1,beaver,2.11691416148,space,1,correct,target,NaN,targetNaN,beaver
2,1,trophy,0.466921617277,right,1,correct,path,1,path1,beaver
3,1,astronaut,0.900238710456,left,1,correct,path,2,path2,beaver
4,1,robot,0.28340635309,left,1,correct,path,3,path3,beaver
5,1,pigeon,1.11695279949,right,1,correct,decision,1,decision1,beaver
6,1,bus,0.483756329166,left,1,correct,arm1,1,arm11,beaver
7,1,deer,0.21701866528,right,1,correct,arm1,2,arm12,beaver
8,1,fist,0.350254075369,right,1,correct,arm1,3,arm13,beaver
9,1,stepladder,2.96691225981,left,1,correct,decision,2,decision2,beaver
10,1,calc,0.500267447671,left,1,correct,arm2,1,arm21,beaver
11,1,tongue,0.333616779419,left,1,correct,arm2,2,arm22,beaver
12,1,beaver,0.216915429104,right,1,correct,arm2,3,arm23,beaver
13,2,arc,0.233641773462,space,1,correct,target,NaN,targetNaN,arc
14,2,trophy,0.251238681143,right,1,correct,path,1,path1,arc
15,2,astronaut,0.800242272671,left,1,correct,path,2,path2,arc
16,2,robot,0.216940483544,left,1,correct,path,3,path3,arc
17,2,watch,0.700371408137,left,1,correct,decision,1,decision1,arc
18,2,clover,0.667079308769,right,1,correct,arm1,1,arm11,arc
19,2,radio,0.234011249617,left,1,correct,arm1,2,arm12,arc
20,2,wing,0.183587710373,right,1,correct,arm1,3,arm13,arc
21,2,holly,0.417490290711,left,1,correct,decision,2,decision2,arc
22,2,match,0.350238982122,left,1,correct,arm2,1,arm21,arc
23,2,baby,0.466914071003,right,1,correct,arm2,2,arm22,arc
24,2,arc,0.166953735286,right,1,correct,arm2,3,arm23,arc
25,3,arc,0.517024581786,space,1,correct,target,NaN,targetNaN,arc
26,3,trophy,0.300373279722,right,1,correct,path,1,path1,arc
27,3,astronaut,0.683577447198,left,1,correct,path,2,path2,arc
28,3,robot,0.266983075766,left,1,correct,path,3,path3,arc
29,3,watch,0.433849573601,right,1,correct,decision,1,decision1,arc
30,3,clover,0.750078634359,right,1,correct,arm1,1,arm11,arc
31,3,radio,0.116912350059,left,1,correct,arm1,2,arm12,arc
32,3,wing,0.200336090522,right,1,correct,arm1,3,arm13,arc
33,3,holly,0.383844109951,right,1,correct,decision,2,decision2,arc
34,3,match,0.36694902624,left,1,correct,arm2,1,arm21,arc
35,3,baby,0.183591332752,right,1,correct,arm2,2,arm22,arc
36,3,arc,0.166920228628,right,1,correct,arm2,3,arm23,arc
37,4,arc,0.38380154781,space,1,correct,target,NaN,targetNaN,arc
38,4,trophy,0.483590608463,right,1,correct,path,1,path1,arc
39,4,astronaut,0.250903616892,left,1,correct,path,2,path2,arc
40,4,robot,0.216939879814,left,1,correct,path,3,path3,arc
41,4,watch,0.45034891949,left,1,correct,decision,1,decision1,arc
42,4,clover,0.600281393621,right,1,correct,arm1,1,arm11,arc
43,4,radio,0.117126066936,left,1,correct,arm1,2,arm12,arc
44,4,wing,0.150308289332,right,1,correct,arm1,3,arm13,arc
45,4,holly,0.333633381873,right,1,correct,decision,2,decision2,arc
46,4,match,0.30107570719,left,1,correct,arm2,1,arm21,arc
47,4,baby,0.301081140526,right,1,correct,arm2,2,arm22,arc
48,4,arc,0.150292592589,right,1,correct,arm2,3,arm23,arc
49,5,beaver,0.333736315835,space,1,correct,target,NaN,targetNaN,beaver
50,5,trophy,0.750441469718,right,1,correct,path,1,path1,beaver
51,5,astronaut,0.183573824819,left,1,correct,path,2,path2,beaver
52,5,robot,0.216900940053,left,1,correct,path,3,path3,beaver
53,5,pigeon,0.350717731519,left,1,correct,decision,1,decision1,beaver
54,5,bus,0.53361991886,left,1,correct,arm1,1,arm11,beaver
55,5,deer,0.183605218306,right,1,correct,arm1,2,arm12,beaver
56,5,fist,0.21692901291,right,1,correct,arm1,3,arm13,beaver
57,5,stepladder,0.600266300607,right,1,correct,decision,2,decision2,beaver
58,5,calc,0.35026675323,left,1,correct,arm2,1,arm21,beaver
59,5,tongue,0.216940785525,left,1,correct,arm2,2,arm22,beaver
60,5,beaver,0.133597037988,right,1,correct,arm2,3,arm23,beaver
61,6,arc,0.316400517011,space,1,correct,target,NaN,targetNaN,arc
62,6,trophy,0.516979906242,right,1,correct,path,1,path1,arc
63,6,astronaut,0.200273907511,left,1,correct,path,2,path2,arc
64,6,robot,0.200967580779,left,1,correct,path,3,path3,arc
65,6,watch,0.400430089794,left,1,correct,decision,1,decision1,arc
66,6,clover,0.416954791639,right,1,correct,arm1,1,arm11,arc
67,6,radio,0.150496045826,left,1,correct,arm1,2,arm12,arc
68,6,wing,0.166817294434,right,1,correct,arm1,3,arm13,arc
69,6,holly,0.533662179252,left,1,correct,decision,2,decision2,arc
70,6,match,0.433617443545,left,1,correct,arm2,1,arm21,arc
71,6,baby,0.20031888457,right,1,correct,arm2,2,arm22,arc
72,6,arc,0.150270556798,right,1,correct,arm2,3,arm23,arc
73,7,arc,0.33433188498,space,1,correct,target,NaN,targetNaN,arc
74,7,trophy,0.416962338146,right,1,correct,path,1,path1,arc
75,7,astronaut,0.250293558463,left,1,correct,path,2,path2,arc
76,7,robot,0.216919353232,left,1,correct,path,3,path3,arc
77,7,watch,1.41693728394,left,1,correct,decision,1,decision1,arc
78,7,clover,0.400305723539,right,1,correct,arm1,1,arm11,arc
79,7,radio,0.116945554968,left,1,correct,arm1,2,arm12,arc
80,7,wing,0.183691248298,right,1,correct,arm1,3,arm13,arc
81,7,holly,0.266960738227,left,1,correct,decision,2,decision2,arc
82,7,match,0.366882013157,left,1,correct,arm2,1,arm21,arc
83,7,baby,0.167625976494,right,1,correct,arm2,2,arm22,arc
84,7,arc,0.150243087439,right,1,correct,arm2,3,arm23,arc
85,8,arc,0.56693103537,space,1,correct,target,NaN,targetNaN,arc
86,8,trophy,0.200426648371,right,1,correct,path,1,path1,arc
87,8,astronaut,0.216938068857,left,1,correct,path,2,path2,arc
88,8,robot,0.166898796801,left,1,correct,path,3,path3,arc
89,8,watch,0.250266391085,right,1,correct,decision,1,decision1,arc
90,8,clover,0.400239012437,right,1,correct,arm1,1,arm11,arc
91,8,radio,0.100305240368,left,1,correct,arm1,2,arm12,arc
92,8,wing,0.150224372279,right,1,correct,arm1,3,arm13,arc
93,8,holly,0.450292773778,right,1,correct,decision,2,decision2,arc
94,8,match,0.417259971611,left,1,correct,arm2,1,arm21,arc
95,8,baby,0.116920198547,right,1,correct,arm2,2,arm22,arc
96,8,arc,0.150254256325,right,1,correct,arm2,3,arm23,arc
97,9,beaver,0.266927533783,space,1,correct,target,NaN,targetNaN,beaver
98,9,trophy,0.383561871247,right,1,correct,path,1,path1,beaver
99,9,astronaut,0.150231616804,left,1,correct,path,2,path2,beaver
100,9,robot,0.216920258943,left,1,correct,path,3,path3,beaver
101,9,pigeon,0.350218455773,right,1,correct,decision,1,decision1,beaver
102,9,bus,0.90025772783,left,1,correct,arm1,1,arm11,beaver
103,9,deer,0.150925290305,right,1,correct,arm1,2,arm12,beaver
104,9,fist,0.133596132277,right,1,correct,arm1,3,arm13,beaver
105,9,stepladder,0.467008250998,right,1,correct,decision,2,decision2,beaver
106,9,calc,0.350282751955,left,1,correct,arm2,1,arm21,beaver
107,9,tongue,0.166925662197,left,1,correct,arm2,2,arm22,beaver
108,9,beaver,0.0835707460064,right,1,correct,arm2,3,arm23,beaver
109,10,arc,0.283591996878,space,1,correct,target,NaN,targetNaN,arc
110,10,trophy,0.250254316721,right,1,correct,path,1,path1,arc
111,10,astronaut,0.150256972993,left,1,correct,path,2,path2,arc
112,10,robot,0.166905135615,left,1,correct,path,3,path3,arc
113,10,watch,0.267031071475,left,1,correct,decision,1,decision1,arc
114,10,clover,0.383586623706,right,1,correct,arm1,1,arm11,arc
115,10,radio,0.116871901089,left,1,correct,arm1,2,arm12,arc
116,10,wing,0.117589723319,right,1,correct,arm1,3,arm13,arc
117,10,holly,0.466929163784,left,1,correct,decision,2,decision2,arc
118,10,match,0.5169231568,left,1,correct,arm2,1,arm21,arc
119,10,baby,0.150266330689,right,1,correct,arm2,2,arm22,arc
120,10,arc,0.133622695925,right,1,correct,arm2,3,arm23,arc
121,11,beaver,0.250273635844,space,1,correct,target,NaN,targetNaN,beaver
122,11,trophy,0.217799274251,right,1,correct,path,1,path1,beaver
123,11,astronaut,0.13354602363,left,1,correct,path,2,path2,beaver
124,11,robot,0.150204449426,left,1,correct,path,3,path3,beaver
125,11,pigeon,0.433481606888,left,1,correct,decision,1,decision1,beaver
126,11,bus,0.751082619419,left,1,correct,arm1,1,arm11,beaver
127,11,deer,0.116934989812,right,1,correct,arm1,2,arm12,beaver
128,11,fist,0.18357714545,right,1,correct,arm1,3,arm13,beaver
129,11,stepladder,0.433635857189,right,1,correct,decision,2,decision2,beaver
130,11,calc,0.400236295769,left,1,correct,arm2,1,arm21,beaver
131,11,tongue,0.450220931089,left,1,correct,arm2,2,arm22,beaver
132,11,beaver,0.0502267265692,right,1,correct,arm2,3,arm23,beaver
133,12,beaver,0.400295460131,space,1,correct,target,NaN,targetNaN,beaver
134,12,trophy,0.217636873713,right,1,correct,path,1,path1,beaver
135,12,astronaut,0.183606425766,left,1,correct,path,2,path2,beaver
136,12,robot,0.183588918066,left,1,correct,path,3,path3,beaver
137,12,pigeon,0.350257697515,left,1,correct,decision,1,decision1,beaver
138,12,bus,0.666916002752,left,1,correct,arm1,1,arm11,beaver
139,12,deer,0.13358556712,right,1,correct,arm1,2,arm12,beaver
140,12,fist,0.133640203858,right,1,correct,arm1,3,arm13,beaver
141,12,stepladder,0.616950384574,left,1,correct,decision,2,decision2,beaver
142,12,calc,0.533703533933,left,1,correct,arm2,1,arm21,beaver
143,12,tongue,0.150059858803,left,1,correct,arm2,2,arm22,beaver
144,12,beaver,0.100287430687,right,1,correct,arm2,3,arm23,beaver
145,13,beaver,0.383997756522,space,1,correct,target,NaN,targetNaN,beaver
146,13,trophy,0.266960134497,right,1,correct,path,1,path1,beaver
147,13,astronaut,0.133583755931,left,1,correct,path,2,path2,beaver
148,13,robot,0.150527439313,left,1,correct,path,3,path3,beaver
149,13,pigeon,0.266916968627,left,1,correct,decision,1,decision1,beaver
150,13,bus,0.550413879799,left,1,correct,arm1,1,arm11,beaver
151,13,deer,0.133626016323,right,1,correct,arm1,2,arm12,beaver
152,13,fist,0.150290177669,right,1,correct,arm1,3,arm13,beaver
153,13,stepladder,0.400359454565,left,1,correct,decision,2,decision2,beaver
154,13,calc,0.367291636998,left,1,correct,arm2,1,arm21,beaver
155,13,tongue,0.150261501083,left,1,correct,arm2,2,arm22,beaver
156,13,beaver,0.133580737514,right,1,correct,arm2,3,arm23,beaver
157,14,arc,0.26706910599,space,1,correct,target,NaN,targetNaN,arc
158,14,trophy,0.266724684043,right,1,correct,path,1,path1,arc
159,14,astronaut,0.150243691402,left,1,correct,path,2,path2,arc
160,14,robot,0.167715628864,left,1,correct,path,3,path3,arc
161,14,watch,0.234260585858,right,1,correct,decision,1,decision1,arc
162,14,clover,0.46696236846,right,1,correct,arm1,1,arm11,arc
163,14,radio,0.116983890999,left,1,correct,arm1,2,arm12,arc
164,14,wing,0.133624507114,right,1,correct,arm1,3,arm13,arc
165,14,holly,0.31707758829,left,1,correct,decision,2,decision2,arc
166,14,match,0.333657832351,left,1,correct,arm2,1,arm21,arc
167,14,baby,0.416927322512,right,1,correct,arm2,2,arm22,arc
168,14,arc,0.133980399696,right,1,correct,arm2,3,arm23,arc
169,15,beaver,0.100264791399,space,1,correct,target,NaN,targetNaN,beaver
170,15,trophy,0.333540710853,right,1,correct,path,1,path1,beaver
171,15,astronaut,0.166976676555,left,1,correct,path,2,path2,beaver
172,15,robot,0.166915399022,left,1,correct,path,3,path3,beaver
173,15,pigeon,0.284341514343,right,1,correct,decision,1,decision1,beaver
174,15,bus,0.500297935447,left,1,correct,arm1,1,arm11,beaver
175,15,deer,0.116923820693,right,1,correct,arm1,2,arm12,beaver
176,15,fist,0.167031011311,right,1,correct,arm1,3,arm13,beaver
177,15,stepladder,0.300316530047,right,1,correct,decision,2,decision2,beaver
178,15,calc,0.333632476395,left,1,correct,arm2,1,arm21,beaver
179,15,tongue,0.133677030681,left,1,correct,arm2,2,arm22,beaver
180,15,beaver,0.0676171623636,right,1,correct,arm2,3,arm23,beaver
181,16,arc,0.183598577511,space,1,correct,target,NaN,targetNaN,arc
182,16,trophy,0.266941117356,right,1,correct,path,1,path1,arc
183,16,astronaut,0.150250030216,left,1,correct,path,2,path2,arc
184,16,robot,0.150255162036,left,1,correct,path,3,path3,arc
185,16,watch,0.283617353067,right,1,correct,decision,1,decision1,arc
186,16,clover,0.816890737042,right,1,correct,arm1,1,arm11,arc
187,16,radio,0.600631852634,left,1,correct,arm1,2,arm12,arc
188,16,wing,0.183566278312,right,1,correct,arm1,3,arm13,arc
189,16,holly,0.367027509492,left,1,correct,decision,2,decision2,arc
190,16,match,0.333598064259,left,1,correct,arm2,1,arm21,arc
191,16,baby,0.13356805942,right,1,correct,arm2,2,arm22,arc
192,16,arc,0.116883371724,right,1,correct,arm2,3,arm23,arc
193,17,arc,0.100455566542,space,1,correct,target,NaN,targetNaN,arc
194,17,trophy,0.316952920286,right,1,correct,path,1,path1,arc
195,17,astronaut,0.15026904759,left,1,correct,path,2,path2,arc
196,17,robot,0.166897287359,left,1,correct,path,3,path3,arc
197,17,watch,0.333586895373,right,1,correct,decision,1,decision1,arc
198,17,clover,0.700243117753,right,1,correct,arm1,1,arm11,arc
199,17,radio,0.233573251171,left,1,correct,arm1,2,arm12,arc
200,17,wing,0.116859524976,right,1,correct,arm1,3,arm13,arc
201,17,holly,0.317018121947,right,1,correct,decision,2,decision2,arc
202,17,match,0.333632778144,left,1,correct,arm2,1,arm21,arc
