pic_index,trial_num,pic_name,rt,resp,feedback_code,feedback,segment,segment_index,pic_type,trial_target
1,1,beaver,2.46692135534,space,1,correct,target,NaN,targetNaN,beaver
2,1,trophy,0.866939225467,right,1,correct,path,1,path1,beaver
3,1,astronaut,4.48360632476,right,1,correct,path,2,path2,beaver
4,1,robot,0.483559838496,right,1,correct,path,3,path3,beaver
5,1,pigeon,3.26690366655,left,1,correct,decision,1,decision1,beaver
6,1,bus,6.11685244087,right,1,correct,arm1,1,arm11,beaver
7,1,deer,0.500239978312,left,1,correct,arm1,2,arm12,beaver
8,1,fist,0.566897448152,left,1,correct,arm1,3,arm13,beaver
9,1,stepladder,1.56689563696,left,1,correct,decision,2,decision2,beaver
10,1,calc,2.966885434,right,1,correct,arm2,1,arm21,beaver
11,1,tongue,0.533575807,right,1,correct,arm2,2,arm22,beaver
12,1,beaver,0.616936357925,left,1,correct,arm2,3,arm23,beaver
13,2,arc,2.41690055747,space,0,wrong,target,NaN,targetNaN,arc
14,2,trophy,0.566914654104,right,0,wrong,path,1,path1,arc
15,2,astronaut,1.10024625692,right,0,wrong,path,2,path2,arc
16,2,robot,0.400254225824,right,0,wrong,path,3,path3,arc
17,2,pigeon,0.866925339913,left,0,wrong,decision,1,decision1,arc
18,2,bus,0.816970648943,right,0,wrong,arm1,1,arm11,arc
19,2,deer,0.433761510765,left,0,wrong,arm1,2,arm12,arc
20,2,fist,1.18376981188,left,0,wrong,arm1,3,arm13,arc
21,2,holly,1.21691788407,left,0,wrong,decision,2,decision2,arc
22,2,match,1.76697430154,right,0,wrong,arm2,1,arm21,arc
23,2,baby,0.716889811214,left,0,wrong,arm2,2,arm22,arc
24,2,arc,0.833375493065,left,0,wrong,arm2,3,arm23,arc
25,3,beaver,5.98360149493,space,1,correct,target,NaN,targetNaN,beaver
26,3,trophy,0.500350760529,right,1,correct,path,1,path1,beaver
27,3,astronaut,0.966934335418,right,1,correct,path,2,path2,beaver
28,3,robot,0.250518141547,right,1,correct,path,3,path3,beaver
29,3,pigeon,0.966947315261,right,1,correct,decision,1,decision1,beaver
30,3,bus,2.5335730901,right,1,correct,arm1,1,arm11,beaver
31,3,deer,0.450316680595,left,1,correct,arm1,2,arm12,beaver
32,3,fist,0.750414301874,left,1,correct,arm1,3,arm13,beaver
33,3,stepladder,0.716947164387,right,1,correct,decision,2,decision2,beaver
34,3,calc,0.683601374272,right,1,correct,arm2,1,arm21,beaver
35,3,tongue,0.300321600866,right,1,correct,arm2,2,arm22,beaver
36,3,beaver,0.516977169085,left,1,correct,arm2,3,arm23,beaver
37,4,beaver,0.900263885502,space,1,correct,target,NaN,targetNaN,beaver
38,4,trophy,0.367649500491,right,1,correct,path,1,path1,beaver
39,4,astronaut,0.433658878319,right,1,correct,path,2,path2,beaver
40,4,robot,0.950292230118,right,1,correct,path,3,path3,beaver
41,4,pigeon,4.51697113202,left,1,correct,decision,1,decision1,beaver
42,4,bus,0.450228839414,right,1,correct,arm1,1,arm11,beaver
43,4,deer,0.40037164907,left,1,correct,arm1,2,arm12,beaver
44,4,fist,0.35026693414,left,1,correct,arm1,3,arm13,beaver
45,4,stepladder,0.66730972752,left,1,correct,decision,2,decision2,beaver
46,4,calc,0.483697788091,right,1,correct,arm2,1,arm21,beaver
47,4,tongue,0.450261440361,right,1,correct,arm2,2,arm22,beaver
48,4,beaver,0.267034673365,left,1,correct,arm2,3,arm23,beaver
49,5,arc,0.950894439127,space,1,correct,target,NaN,targetNaN,arc
50,5,trophy,3.75005327817,right,1,correct,path,1,path1,arc
51,5,astronaut,0.366954016499,right,1,correct,path,2,path2,arc
52,5,robot,0.333714480978,right,1,correct,path,3,path3,arc
53,5,watch,1.86700895499,left,1,correct,decision,1,decision1,arc
54,5,clover,2.10030059144,left,1,correct,arm1,1,arm11,arc
55,5,radio,0.633582387352,right,1,correct,arm1,2,arm12,arc
56,5,wing,0.483569497941,left,1,correct,arm1,3,arm13,arc
57,5,holly,1.71690943185,right,1,correct,decision,2,decision2,arc
58,5,match,0.883719884325,right,1,correct,arm2,1,arm21,arc
59,5,baby,0.58361109416,left,1,correct,arm2,2,arm22,arc
60,5,arc,0.733696731506,left,1,correct,arm2,3,arm23,arc
61,6,beaver,1.01693038107,space,1,correct,target,NaN,targetNaN,beaver
62,6,trophy,0.367017708719,right,1,correct,path,1,path1,beaver
63,6,astronaut,0.267012939323,right,1,correct,path,2,path2,beaver
64,6,robot,0.433700233232,right,1,correct,path,3,path3,beaver
65,6,pigeon,0.883613931714,left,1,correct,decision,1,decision1,beaver
66,6,bus,1.20046112034,right,1,correct,arm1,1,arm11,beaver
67,6,deer,2.61691915197,left,1,correct,arm1,2,arm12,beaver
68,6,fist,1.28354667756,left,1,correct,arm1,3,arm13,beaver
69,6,stepladder,1.73415555758,right,1,correct,decision,2,decision2,beaver
70,6,calc,0.967113036197,right,1,correct,arm2,1,arm21,beaver
71,6,tongue,0.533601766685,right,1,correct,arm2,2,arm22,beaver
72,6,beaver,0.283559355652,left,1,correct,arm2,3,arm23,beaver
73,7,arc,1.7670603313,space,1,correct,target,NaN,targetNaN,arc
74,7,trophy,2.15021151281,right,1,correct,path,1,path1,arc
75,7,astronaut,0.417063561268,right,1,correct,path,2,path2,arc
76,7,robot,0.383587066084,right,1,correct,path,3,path3,arc
77,7,watch,1.03355316725,left,1,correct,decision,1,decision1,arc
78,7,clover,0.750259448076,left,1,correct,arm1,1,arm11,arc
79,7,radio,0.316912390292,right,1,correct,arm1,2,arm12,arc
80,7,wing,0.350065292325,left,1,correct,arm1,3,arm13,arc
81,7,holly,0.883588273544,left,1,correct,decision,2,decision2,arc
82,7,match,2.31692748331,right,1,correct,arm2,1,arm21,arc
83,7,baby,0.650250150822,left,1,correct,arm2,2,arm22,arc
84,7,arc,0.750244657043,left,1,correct,arm2,3,arm23,arc
85,8,beaver,9.63347220863,space,1,correct,target,NaN,targetNaN,beaver
86,8,trophy,0.366891229991,right,1,correct,path,1,path1,beaver
87,8,astronaut,0.166877163108,right,1,correct,path,2,path2,beaver
